,a,b,c,d
7658,55,35,65,155.0
7659,38,99,89,226.0
7660,43,4,57,104.0
7661,21,74,58,153.0
7662,27,85,93,205.0
7663,26,42,59,127.0
7664,69,12,22,103.0
7665,49,94,53,196.0
7666,58,24,41,123.0
7667,17,20,45,82.0
7668,72,69,34,175.0
7669,45,31,97,173.0
7670,5,75,91,171.0
7671,51,27,71,149.0
7672,69,90,38,197.0
7673,99,91,50,240.0
7674,57,46,87,190.0
7675,83,95,5,183.0
7676,11,27,46,84.0
7677,62,70,60,192.0
7678,88,50,2,140.0
7679,8,13,45,66.0
7680,95,82,2,179.0
7681,65,51,36,152.0
7682,41,85,61,187.0
7683,90,39,12,141.0
7684,40,50,37,127.0
7685,32,63,93,188.0
7686,43,85,39,167.0
7687,44,37,11,92.0
7688,49,41,5,95.0
7689,88,24,8,120.0
7690,96,75,93,264.0
7691,53,40,17,110.0
7692,76,53,61,190.0
7693,63,76,62,201.0
7694,14,66,47,127.0
7695,90,64,27,181.0
7696,66,23,90,179.0
7697,75,17,43,135.0
7698,53,89,7,149.0
7699,49,89,93,231.0
7700,89,83,92,264.0
7701,59,13,43,115.0
7702,41,12,74,127.0
7703,22,38,61,121.0
7704,99,36,7,142.0
7705,32,83,62,177.0
7706,73,37,1,111.0
7707,64,15,91,170.0
7708,36,82,67,185.0
7709,59,49,73,181.0
7710,13,62,0,75.0
7711,73,88,85,246.0
7712,23,64,25,112.0
7713,17,25,72,114.0
7714,31,29,8,68.0
7715,4,90,93,187.0
7716,78,32,96,206.0
7717,36,10,58,104.0
7718,81,89,29,199.0
7719,77,8,93,178.0
7720,14,93,77,184.0
7721,77,0,37,114.0
7722,84,41,24,149.0
7723,63,25,72,160.0
7724,7,23,23,53.0
7725,11,26,38,75.0
7726,62,43,63,168.0
7727,10,15,37,62.0
7728,27,83,21,131.0
7729,34,6,75,115.0
7730,6,45,46,97.0
7731,38,54,59,151.0
7732,69,56,57,182.0
7733,58,51,60,169.0
7734,78,39,74,191.0
7735,62,93,92,247.0
7736,12,70,37,119.0
7737,92,68,81,241.0
7738,64,37,71,172.0
7739,38,2,28,68.0
7740,97,1,46,144.0
7741,76,54,34,164.0
7742,3,58,98,159.0
7743,40,96,13,149.0
7744,89,56,2,147.0
7745,96,48,77,221.0
7746,50,61,71,182.0
7747,34,99,41,174.0
7748,88,30,17,135.0
7749,13,39,10,62.0
7750,27,30,94,151.0
7751,90,45,13,148.0
7752,32,8,55,95.0
7753,70,98,0,168.0
7754,34,23,59,116.0
7755,73,50,75,198.0
7756,51,79,5,135.0
7757,15,4,0,19.0
7758,92,65,51,208.0
7759,59,52,21,132.0
7760,14,0,98,112.0
7761,55,74,90,219.0
7762,56,72,46,174.0
7763,92,64,39,195.0
7764,53,80,83,216.0
7765,44,59,81,184.0
7766,62,60,15,137.0
7767,63,39,25,127.0
7768,62,71,6,139.0
7769,22,31,34,87.0
7770,18,27,83,128.0
7771,26,68,65,159.0
7772,47,54,24,125.0
7773,22,16,69,107.0
7774,17,70,16,103.0
7775,51,72,0,123.0
7776,98,63,53,214.0
7777,48,22,68,138.0
7778,55,72,39,166.0
7779,22,92,48,162.0
7780,49,51,8,108.0
7781,23,97,35,155.0
7782,13,15,45,73.0
7783,93,90,53,236.0
7784,8,72,61,141.0
7785,83,22,6,111.0
7786,35,12,16,63.0
7787,16,73,41,130.0
7788,74,82,45,201.0
7789,32,54,11,97.0
7790,20,78,95,193.0
7791,98,36,79,213.0
7792,63,1,16,80.0
7793,41,75,32,148.0
7794,4,28,91,123.0
7795,14,8,36,58.0
7796,53,96,39,188.0
7797,11,10,56,77.0
7798,44,93,16,153.0
7799,16,17,21,54.0
7800,26,22,72,120.0
7801,77,55,95,227.0
7802,78,77,3,158.0
7803,57,43,30,130.0
7804,88,27,43,158.0
7805,95,99,17,211.0
7806,58,90,65,213.0
7807,18,13,28,59.0
7808,90,17,17,124.0
7809,67,99,18,184.0
7810,34,89,95,218.0
7811,49,51,2,102.0
7812,13,49,5,67.0
7813,14,18,84,116.0
7814,41,18,39,98.0
7815,5,44,57,106.0
7816,90,68,14,172.0
7817,51,79,44,174.0
7818,12,79,24,115.0
7819,37,80,77,194.0
7820,25,82,20,127.0
7821,19,1,95,115.0
7822,19,83,46,148.0
7823,39,45,74,158.0
7824,31,77,33,141.0
7825,84,53,47,184.0
7826,81,58,88,227.0
7827,57,84,59,200.0
7828,63,59,28,150.0
7829,87,89,91,267.0
7830,48,55,24,127.0
7831,29,61,93,183.0
7832,87,52,22,161.0
7833,75,2,48,125.0
7834,3,17,73,93.0
7835,84,25,23,132.0
7836,35,94,23,152.0
7837,42,3,76,121.0
7838,58,33,51,142.0
7839,35,37,68,140.0
7840,67,93,39,199.0
7841,52,92,22,166.0
7842,36,95,3,134.0
7843,32,74,85,191.0
7844,32,68,48,148.0
7845,69,43,92,204.0
7846,79,71,63,213.0
7847,1,96,90,187.0
7848,12,32,34,78.0
7849,25,8,83,116.0
7850,77,60,50,187.0
7851,29,43,67,139.0
7852,74,79,46,199.0
7853,60,19,20,99.0
7854,21,97,90,208.0
7855,71,42,68,181.0
7856,98,82,50,230.0
7857,61,18,72,151.0
7858,9,11,67,87.0
7859,43,21,59,123.0
7860,52,4,59,115.0
7861,96,2,96,194.0
7862,57,45,75,177.0
7863,27,99,80,206.0
7864,91,57,56,204.0
7865,95,23,96,214.0
7866,11,52,86,149.0
7867,80,70,5,155.0
7868,15,80,66,161.0
7869,41,8,5,54.0
7870,77,76,85,238.0
7871,64,0,21,85.0
7872,46,60,43,149.0
7873,4,75,50,129.0
7874,54,12,55,121.0
7875,76,10,29,115.0
7876,8,76,87,171.0
7877,78,52,8,138.0
7878,54,49,67,170.0
7879,46,71,69,186.0
7880,13,58,68,139.0
7881,84,88,19,191.0
7882,69,31,62,162.0
7883,14,15,64,93.0
7884,3,72,94,169.0
7885,53,17,31,101.0
7886,17,84,91,192.0
7887,17,55,19,91.0
7888,82,4,5,91.0
7889,90,43,22,155.0
7890,4,92,55,151.0
7891,15,27,24,66.0
7892,26,63,7,96.0
7893,27,38,36,101.0
7894,40,57,50,147.0
7895,27,29,51,107.0
7896,34,0,4,38.0
7897,93,86,89,268.0
7898,1,92,65,158.0
7899,54,79,14,147.0
7900,13,36,96,145.0
7901,65,5,67,137.0
7902,6,2,97,105.0
7903,13,34,80,127.0
7904,83,51,56,190.0
7905,79,57,49,185.0
7906,16,2,64,82.0
7907,42,85,78,205.0
7908,73,60,66,199.0
7909,61,60,58,179.0
7910,3,13,80,96.0
7911,20,55,3,78.0
7912,21,93,20,134.0
7913,98,12,7,117.0
7914,98,27,9,134.0
7915,29,75,22,126.0
7916,30,80,53,163.0
7917,91,14,95,200.0
7918,73,4,86,163.0
7919,33,78,99,210.0
7920,89,13,74,176.0
7921,84,93,62,239.0
7922,0,63,76,139.0
7923,41,6,22,69.0
7924,3,30,31,64.0
7925,49,93,12,154.0
7926,60,29,36,125.0
7927,39,48,99,186.0
7928,25,32,17,74.0
7929,48,52,0,100.0
7930,72,83,59,214.0
7931,46,14,37,97.0
7932,72,68,39,179.0
7933,6,75,17,98.0
7934,99,40,85,224.0
7935,18,45,7,70.0
7936,66,19,49,134.0
7937,26,34,46,106.0
7938,92,68,76,236.0
7939,4,12,67,83.0
7940,84,44,35,163.0
7941,87,30,43,160.0
7942,12,28,2,42.0
7943,73,14,61,148.0
7944,59,29,7,95.0
7945,70,4,58,132.0
7946,76,3,88,167.0
7947,76,90,56,222.0
7948,71,32,35,138.0
7949,9,1,36,46.0
7950,90,10,56,156.0
7951,14,93,64,171.0
7952,42,6,48,96.0
7953,67,52,7,126.0
7954,30,56,58,144.0
7955,23,71,33,127.0
7956,33,31,63,127.0
7957,33,90,79,202.0
7958,15,67,95,177.0
7959,45,54,8,107.0
7960,21,49,63,133.0
7961,70,32,85,187.0
7962,95,10,56,161.0
7963,94,3,2,99.0
7964,1,89,18,108.0
7965,29,5,3,37.0
7966,88,11,1,100.0
7967,23,67,73,163.0
7968,54,89,19,162.0
7969,24,72,7,103.0
7970,94,97,67,258.0
7971,48,48,92,188.0
7972,87,3,6,96.0
7973,20,16,62,98.0
7974,93,36,28,157.0
7975,34,84,64,182.0
7976,79,49,17,145.0
7977,7,86,89,182.0
7978,56,14,77,147.0
7979,57,89,31,177.0
7980,52,19,47,118.0
7981,70,1,58,129.0
7982,25,20,72,117.0
7983,12,95,3,110.0
7984,66,79,21,166.0
7985,21,62,75,158.0
7986,86,57,95,238.0
7987,19,84,68,171.0
7988,42,44,20,106.0
7989,14,84,9,107.0
7990,71,32,99,202.0
7991,66,68,96,230.0
7992,66,80,98,244.0
7993,42,33,9,84.0
7994,54,48,80,182.0
7995,4,31,78,113.0
7996,80,77,61,218.0
7997,41,96,54,191.0
7998,95,98,58,251.0
7999,34,86,34,154.0
8000,70,38,76,184.0
8001,80,40,75,195.0
8002,78,23,92,193.0
8003,49,0,42,91.0
8004,71,97,48,216.0
8005,70,18,42,130.0
8006,35,9,80,124.0
8007,93,13,5,111.0
8008,57,31,61,149.0
8009,76,79,31,186.0
8010,88,39,94,221.0
8011,87,92,47,226.0
8012,49,14,97,160.0
8013,30,41,36,107.0
8014,46,0,98,144.0
8015,50,2,17,69.0
8016,77,66,1,144.0
8017,25,63,63,151.0
8018,8,81,26,115.0
8019,64,16,77,157.0
8020,63,61,20,144.0
8021,26,0,9,35.0
8022,14,69,10,93.0
8023,8,8,29,45.0
8024,31,57,20,108.0
8025,35,42,93,170.0
8026,73,55,31,159.0
8027,31,66,18,115.0
8028,17,56,29,102.0
8029,21,55,94,170.0
8030,3,57,98,158.0
8031,39,58,65,162.0
8032,17,84,55,156.0
8033,40,18,96,154.0
8034,62,51,91,204.0
8035,10,20,63,93.0
8036,86,64,74,224.0
8037,36,57,38,131.0
8038,91,28,89,208.0
8039,7,98,36,141.0
8040,1,61,77,139.0
8041,92,68,9,169.0
8042,64,26,96,186.0
8043,6,2,59,67.0
8044,56,41,97,194.0
8045,79,34,31,144.0
8046,4,93,64,161.0
8047,64,27,45,136.0
8048,65,41,65,171.0
8049,29,92,79,200.0
8050,69,42,53,164.0
8051,45,28,73,146.0
8052,93,49,30,172.0
8053,85,85,34,204.0
8054,8,82,2,92.0
8055,74,21,7,102.0
8056,47,12,55,114.0
8057,39,8,82,129.0
8058,19,83,99,201.0
8059,15,37,71,123.0
8060,66,95,40,201.0
8061,11,24,96,131.0
8062,61,61,12,134.0
8063,94,20,57,171.0
8064,57,14,56,127.0
8065,34,29,70,133.0
8066,57,27,0,84.0
8067,42,64,99,205.0
8068,63,40,68,171.0
8069,38,72,81,191.0
8070,89,16,21,126.0
8071,36,44,90,170.0
8072,59,22,66,147.0
8073,74,94,33,201.0
8074,81,40,82,203.0
8075,24,89,69,182.0
8076,38,2,43,83.0
8077,38,15,34,87.0
8078,29,67,3,99.0
8079,98,48,35,181.0
8080,75,87,73,235.0
8081,6,96,92,194.0
8082,13,18,82,113.0
8083,4,40,43,87.0
8084,99,73,57,229.0
8085,59,2,27,88.0
8086,81,90,59,230.0
8087,82,68,81,231.0
8088,22,12,7,41.0
8089,9,42,98,149.0
8090,6,36,89,131.0
8091,7,77,0,84.0
8092,89,13,10,112.0
8093,28,33,6,67.0
8094,98,19,32,149.0
8095,47,4,75,126.0
8096,78,20,19,117.0
8097,85,8,89,182.0
8098,62,96,14,172.0
8099,62,84,20,166.0
8100,34,7,86,127.0
8101,44,76,28,148.0
8102,84,24,46,154.0
8103,57,63,67,187.0
8104,49,53,32,134.0
8105,2,90,38,130.0
8106,8,74,22,104.0
8107,53,47,76,176.0
8108,40,83,43,166.0
8109,89,95,36,220.0
8110,18,6,73,97.0
8111,98,18,69,185.0
8112,62,21,32,115.0
8113,39,98,35,172.0
8114,78,76,34,188.0
8115,38,37,44,119.0
8116,80,60,53,193.0
8117,57,49,81,187.0
8118,24,35,91,150.0
8119,44,63,75,182.0
8120,17,23,16,56.0
8121,65,4,95,164.0
8122,33,49,94,176.0
8123,20,94,35,149.0
8124,74,55,96,225.0
8125,21,30,77,128.0
8126,49,11,16,76.0
8127,93,77,5,175.0
8128,41,86,1,128.0
8129,19,56,49,124.0
8130,55,48,89,192.0
8131,53,41,92,186.0
8132,2,47,47,96.0
8133,32,7,38,77.0
8134,79,91,42,212.0
8135,18,99,67,184.0
8136,83,95,11,189.0
8137,93,25,71,189.0
8138,1,11,50,62.0
8139,86,14,92,192.0
8140,31,37,73,141.0
8141,29,67,6,102.0
8142,81,71,62,214.0
8143,84,27,49,160.0
8144,18,87,25,130.0
8145,86,81,47,214.0
8146,71,40,40,151.0
8147,43,81,45,169.0
8148,49,81,56,186.0
8149,47,88,80,215.0
8150,99,20,40,159.0
8151,5,13,59,77.0
8152,97,70,92,259.0
8153,41,69,24,134.0
8154,96,69,22,187.0
8155,95,32,53,180.0
8156,36,56,33,125.0
8157,35,65,72,172.0
8158,93,23,58,174.0
8159,1,18,38,57.0
8160,60,15,89,164.0
8161,38,69,40,147.0
8162,14,8,49,71.0
8163,18,50,24,92.0
8164,72,64,99,235.0
8165,39,8,27,74.0
8166,55,84,81,220.0
8167,35,94,5,134.0
8168,61,36,43,140.0
8169,87,95,50,232.0
8170,0,35,55,90.0
8171,11,85,55,151.0
8172,4,6,15,25.0
8173,66,24,99,189.0
8174,25,8,98,131.0
8175,25,66,7,98.0
8176,32,0,78,110.0
8177,65,13,15,93.0
8178,9,81,60,150.0
8179,98,39,37,174.0
8180,36,30,77,143.0
8181,34,43,16,93.0
8182,88,53,49,190.0
8183,70,10,71,151.0
8184,23,58,15,96.0
8185,96,34,11,141.0
8186,73,71,72,216.0
8187,80,24,66,170.0
8188,44,40,48,132.0
8189,37,14,64,115.0
8190,98,86,44,228.0
8191,44,20,80,144.0
8192,10,10,13,33.0
8193,41,39,66,146.0
8194,37,77,82,196.0
8195,3,10,28,41.0
8196,16,27,39,82.0
8197,51,13,34,98.0
8198,27,36,98,161.0
8199,39,89,62,190.0
8200,94,19,93,206.0
8201,88,33,21,142.0
8202,12,1,80,93.0
8203,13,15,42,70.0
8204,70,89,94,253.0
8205,6,46,93,145.0
8206,68,12,1,81.0
8207,5,92,22,119.0
8208,84,42,97,223.0
8209,39,91,74,204.0
8210,85,54,95,234.0
8211,1,94,66,161.0
8212,6,57,67,130.0
8213,71,54,37,162.0
8214,31,78,49,158.0
8215,36,3,95,134.0
8216,52,75,6,133.0
8217,19,55,32,106.0
8218,63,96,63,222.0
8219,85,23,24,132.0
8220,9,62,95,166.0
8221,40,14,85,139.0
8222,4,35,91,130.0
8223,58,67,0,125.0
8224,51,57,18,126.0
8225,99,87,78,264.0
8226,51,34,37,122.0
8227,17,29,82,128.0
8228,89,36,74,199.0
8229,13,2,19,34.0
8230,96,20,78,194.0
8231,72,20,21,113.0
8232,12,45,38,95.0
8233,84,64,59,207.0
8234,41,0,14,55.0
8235,72,83,33,188.0
8236,32,26,53,111.0
8237,97,15,43,155.0
8238,68,97,56,221.0
8239,37,70,85,192.0
8240,78,47,74,199.0
8241,46,66,91,203.0
8242,22,83,69,174.0
8243,1,47,21,69.0
8244,3,51,96,150.0
8245,47,45,13,105.0
8246,64,50,90,204.0
8247,85,25,49,159.0
8248,28,48,58,134.0
8249,26,46,25,97.0
8250,75,29,68,172.0
8251,37,72,87,196.0
8252,45,96,29,170.0
8253,20,84,39,143.0
8254,79,21,38,138.0
8255,44,77,13,134.0
8256,90,43,47,180.0
8257,72,39,8,119.0
8258,1,20,47,68.0
8259,96,4,35,135.0
8260,16,18,39,73.0
8261,43,78,13,134.0
8262,1,26,16,43.0
8263,23,58,41,122.0
8264,35,51,90,176.0
8265,68,4,30,102.0
8266,26,17,41,84.0
8267,98,68,71,237.0
8268,16,15,81,112.0
8269,97,14,99,210.0
8270,72,30,38,140.0
8271,51,42,92,185.0
8272,44,42,3,89.0
8273,94,36,35,165.0
8274,29,59,41,129.0
8275,84,28,3,115.0
8276,6,45,67,118.0
8277,9,14,57,80.0
8278,81,68,9,158.0
8279,67,24,68,159.0
8280,68,22,94,184.0
8281,30,38,80,148.0
8282,67,38,53,158.0
8283,40,8,8,56.0
8284,18,52,29,99.0
8285,71,9,73,153.0
8286,83,35,74,192.0
8287,3,63,73,139.0
8288,70,6,23,99.0
8289,78,50,83,211.0
8290,76,89,72,237.0
8291,0,9,39,48.0
8292,50,78,86,214.0
8293,48,95,47,190.0
8294,14,27,25,66.0
8295,87,71,52,210.0
8296,58,62,58,178.0
8297,92,14,4,110.0
8298,31,71,97,199.0
8299,81,30,0,111.0
8300,38,85,90,213.0
8301,78,90,23,191.0
8302,15,21,93,129.0
8303,38,83,8,129.0
8304,12,21,24,57.0
8305,37,13,42,92.0
8306,12,37,47,96.0
8307,16,79,65,160.0
8308,32,23,25,80.0
8309,34,76,29,139.0
8310,27,25,99,151.0
8311,31,55,10,96.0
8312,9,80,4,93.0
8313,13,5,37,55.0
8314,27,90,84,201.0
8315,25,62,77,164.0
8316,69,17,12,98.0
8317,8,52,6,66.0
8318,10,94,46,150.0
8319,8,25,49,82.0
8320,9,11,56,76.0
8321,4,9,91,104.0
8322,19,18,91,128.0
8323,64,73,58,195.0
8324,51,29,82,162.0
8325,66,15,82,163.0
8326,54,14,36,104.0
8327,25,43,96,164.0
8328,31,41,32,104.0
8329,6,32,28,66.0
8330,3,14,54,71.0
8331,72,95,30,197.0
8332,0,75,16,91.0
8333,63,59,57,179.0
8334,13,67,68,148.0
8335,4,57,63,124.0
8336,85,55,40,180.0
8337,50,9,19,78.0
8338,54,92,29,175.0
8339,78,23,34,135.0
8340,46,48,63,157.0
8341,73,17,39,129.0
8342,45,14,69,128.0
8343,0,22,28,50.0
8344,88,35,77,200.0
8345,85,26,15,126.0
8346,86,80,6,172.0
8347,18,4,45,67.0
8348,25,8,99,132.0
8349,27,73,62,162.0
8350,86,40,82,208.0
8351,8,41,55,104.0
8352,41,50,73,164.0
8353,24,21,19,64.0
8354,77,90,3,170.0
8355,13,29,10,52.0
8356,55,6,98,159.0
8357,51,87,36,174.0
8358,16,32,93,141.0
8359,35,31,9,75.0
8360,98,2,98,198.0
8361,98,27,6,131.0
8362,45,96,68,209.0
8363,11,60,0,71.0
8364,2,2,80,84.0
8365,52,82,26,160.0
8366,97,75,14,186.0
8367,66,1,64,131.0
8368,9,89,23,121.0
8369,98,27,92,217.0
8370,0,27,27,54.0
8371,63,62,23,148.0
8372,16,0,96,112.0
8373,47,54,74,175.0
8374,35,86,91,212.0
8375,52,64,56,172.0
8376,33,15,24,72.0
8377,8,24,65,97.0
8378,29,15,40,84.0
8379,43,71,29,143.0
8380,97,46,80,223.0
8381,65,34,54,153.0
8382,25,0,90,115.0
8383,68,18,70,156.0
8384,20,19,78,117.0
8385,96,12,63,171.0
8386,43,64,42,149.0
8387,23,57,44,124.0
8388,56,14,93,163.0
8389,14,53,23,90.0
8390,22,21,79,122.0
8391,94,8,69,171.0
8392,49,87,80,216.0
8393,39,65,13,117.0
8394,5,25,55,85.0
8395,71,82,52,205.0
8396,66,1,92,159.0
8397,67,91,82,240.0
8398,29,66,27,122.0
8399,20,56,78,154.0
8400,30,65,18,113.0
8401,44,24,25,93.0
8402,71,49,23,143.0
8403,45,47,13,105.0
8404,86,37,81,204.0
8405,75,77,95,247.0
8406,65,9,83,157.0
8407,45,78,51,174.0
8408,3,74,80,157.0
8409,44,32,6,82.0
8410,37,57,7,101.0
8411,65,79,22,166.0
8412,13,48,98,159.0
8413,99,22,61,182.0
8414,85,37,53,175.0
8415,42,93,40,175.0
8416,51,54,26,131.0
8417,51,30,13,94.0
8418,30,85,32,147.0
8419,69,95,79,243.0
8420,74,21,41,136.0
8421,52,85,94,231.0
8422,32,99,53,184.0
8423,83,76,10,169.0
8424,93,90,34,217.0
8425,43,34,40,117.0
8426,91,16,60,167.0
8427,95,98,5,198.0
8428,96,40,35,171.0
8429,48,87,28,163.0
8430,87,23,17,127.0
8431,61,21,92,174.0
8432,98,32,32,162.0
8433,94,53,20,167.0
8434,71,74,97,242.0
8435,65,90,24,179.0
8436,44,60,99,203.0
8437,96,29,21,146.0
8438,18,41,89,148.0
8439,63,7,17,87.0
8440,1,76,68,145.0
8441,72,2,58,132.0
8442,78,9,28,115.0
8443,49,55,56,160.0
8444,92,94,64,250.0
8445,8,53,32,93.0
8446,11,57,50,118.0
8447,12,33,5,50.0
8448,15,48,43,106.0
8449,45,46,64,155.0
8450,2,10,13,25.0
8451,62,26,68,156.0
8452,25,20,44,89.0
8453,78,21,31,130.0
8454,90,3,46,139.0
8455,17,6,72,95.0
8456,84,96,17,197.0
8457,80,62,90,232.0
8458,40,80,4,124.0
8459,96,30,35,161.0
8460,18,97,15,130.0
8461,2,79,97,178.0
8462,9,77,45,131.0
8463,15,36,40,91.0
8464,77,87,39,203.0
8465,71,10,35,116.0
8466,44,30,41,115.0
8467,62,1,61,124.0
8468,5,98,26,129.0
8469,46,97,82,225.0
8470,20,79,3,102.0
8471,32,90,1,123.0
8472,19,48,71,138.0
8473,33,61,0,94.0
8474,89,47,61,197.0
8475,3,4,6,13.0
8476,31,56,54,141.0
8477,34,15,40,89.0
8478,7,21,21,49.0
8479,32,32,94,158.0
8480,76,57,74,207.0
8481,36,92,18,146.0
8482,17,12,95,124.0
8483,80,25,42,147.0
8484,13,23,72,108.0
8485,69,57,28,154.0
8486,77,58,27,162.0
8487,68,54,97,219.0
8488,96,92,95,283.0
8489,0,95,61,156.0
8490,71,49,46,166.0
8491,78,86,68,232.0
8492,50,82,71,203.0
8493,93,48,33,174.0
8494,34,86,90,210.0
8495,28,53,10,91.0
8496,21,45,66,132.0
8497,91,78,81,250.0
8498,20,52,87,159.0
8499,86,58,38,182.0
8500,51,8,62,121.0
8501,86,10,91,187.0
8502,60,97,82,239.0
8503,45,46,88,179.0
8504,98,41,53,192.0
8505,32,98,45,175.0
8506,11,97,55,163.0
8507,61,77,24,162.0
8508,23,50,90,163.0
8509,7,89,83,179.0
8510,92,42,55,189.0
8511,37,60,64,161.0
8512,49,54,15,118.0
8513,89,53,82,224.0
8514,59,83,17,159.0
8515,99,70,12,181.0
8516,93,55,49,197.0
8517,83,38,16,137.0
8518,84,59,36,179.0
8519,77,17,42,136.0
8520,30,69,61,160.0
8521,6,91,29,126.0
8522,41,21,31,93.0
8523,18,90,70,178.0
8524,67,58,57,182.0
8525,91,41,92,224.0
8526,58,19,68,145.0
8527,65,38,39,142.0
8528,21,38,42,101.0
8529,75,90,1,166.0
8530,25,77,12,114.0
8531,65,94,52,211.0
8532,9,50,97,156.0
8533,66,61,60,187.0
8534,71,99,47,217.0
8535,67,68,10,145.0
8536,19,27,30,76.0
8537,18,95,85,198.0
8538,23,16,77,116.0
8539,30,78,6,114.0
8540,82,52,29,163.0
8541,0,50,1,51.0
8542,21,78,69,168.0
8543,19,22,66,107.0
8544,91,46,22,159.0
8545,89,45,88,222.0
8546,14,10,37,61.0
8547,61,59,23,143.0
8548,72,36,59,167.0
8549,99,4,82,185.0
8550,81,48,96,225.0
8551,78,76,96,250.0
8552,15,80,98,193.0
8553,1,8,82,91.0
8554,98,9,46,153.0
8555,36,57,74,167.0
8556,37,35,74,146.0
8557,67,23,1,91.0
8558,38,83,30,151.0
8559,0,30,53,83.0
8560,82,11,83,176.0
8561,46,3,21,70.0
8562,82,2,65,149.0
8563,4,94,61,159.0
8564,40,22,44,106.0
8565,37,95,67,199.0
8566,43,62,29,134.0
8567,28,19,43,90.0
8568,95,35,83,213.0
8569,66,19,93,178.0
8570,70,6,79,155.0
8571,83,31,79,193.0
8572,4,95,81,180.0
8573,3,63,84,150.0
8574,9,99,74,182.0
8575,77,95,34,206.0
8576,51,15,87,153.0
8577,60,30,78,168.0
8578,33,88,10,131.0
8579,49,55,61,165.0
8580,84,2,18,104.0
8581,26,28,45,99.0
8582,47,93,82,222.0
8583,22,88,8,118.0
8584,91,21,40,152.0
8585,14,18,87,119.0
8586,15,0,81,96.0
8587,59,41,10,110.0
8588,19,76,65,160.0
8589,61,28,0,89.0
8590,83,39,97,219.0
8591,48,55,15,118.0
8592,33,25,75,133.0
8593,78,20,12,110.0
8594,80,8,16,104.0
8595,66,3,68,137.0
8596,40,39,7,86.0
8597,34,80,23,137.0
8598,53,37,34,124.0
8599,80,86,34,200.0
8600,54,75,75,204.0
8601,0,88,66,154.0
8602,34,99,14,147.0
8603,0,77,55,132.0
8604,21,95,55,171.0
8605,25,56,70,151.0
8606,47,39,30,116.0
8607,94,12,73,179.0
8608,65,44,27,136.0
8609,54,42,47,143.0
8610,78,42,32,152.0
8611,38,32,6,76.0
8612,87,4,23,114.0
8613,8,26,30,64.0
8614,29,25,41,95.0
8615,53,60,62,175.0
8616,90,88,87,265.0
8617,69,61,75,205.0
8618,53,38,17,108.0
8619,96,74,81,251.0
8620,40,9,51,100.0
8621,29,61,18,108.0
8622,72,63,94,229.0
8623,77,33,49,159.0
8624,29,45,39,113.0
8625,78,7,3,88.0
8626,91,29,62,182.0
8627,36,0,37,73.0
8628,83,7,51,141.0
8629,7,19,19,45.0
8630,80,90,67,237.0
8631,99,45,55,199.0
8632,47,3,21,71.0
8633,62,4,24,90.0
8634,53,5,98,156.0
8635,68,53,37,158.0
8636,77,65,33,175.0
8637,7,45,1,53.0
8638,42,33,46,121.0
8639,12,32,2,46.0
8640,65,77,8,150.0
8641,76,58,23,157.0
8642,76,39,51,166.0
8643,89,41,35,165.0
8644,25,88,76,189.0
8645,3,99,85,187.0
8646,22,28,48,98.0
8647,40,88,98,226.0
8648,89,71,72,232.0
8649,38,66,50,154.0
8650,91,83,8,182.0
8651,89,5,63,157.0
8652,36,23,8,67.0
8653,83,1,80,164.0
8654,82,61,84,227.0
8655,30,65,78,173.0
8656,54,55,11,120.0
8657,79,47,65,191.0
8658,65,78,14,157.0
8659,27,6,46,79.0
8660,33,84,93,210.0
8661,7,86,40,133.0
8662,8,81,15,104.0
8663,77,42,93,212.0
8664,72,56,1,129.0
8665,59,86,72,217.0
8666,77,87,35,199.0
8667,39,63,59,161.0
8668,54,77,37,168.0
8669,62,85,7,154.0
8670,89,59,86,234.0
8671,12,96,40,148.0
8672,43,93,85,221.0
8673,97,86,37,220.0
8674,59,71,45,175.0
8675,50,43,79,172.0
8676,76,46,88,210.0
8677,55,73,5,133.0
8678,14,54,69,137.0
8679,0,10,36,46.0
8680,0,70,25,95.0
8681,70,90,19,179.0
8682,86,6,47,139.0
8683,30,24,48,102.0
8684,6,20,70,96.0
8685,80,27,20,127.0
8686,68,74,3,145.0
8687,53,10,45,108.0
8688,93,21,59,173.0
8689,26,15,4,45.0
8690,26,62,13,101.0
8691,14,79,41,134.0
8692,5,72,22,99.0
8693,26,54,15,95.0
8694,76,4,51,131.0
8695,6,87,64,157.0
8696,79,11,73,163.0
8697,69,50,79,198.0
8698,38,63,98,199.0
8699,35,78,59,172.0
8700,2,92,94,188.0
8701,31,65,0,96.0
8702,49,0,15,64.0
8703,78,89,74,241.0
8704,86,23,0,109.0
8705,44,42,90,176.0
8706,99,88,36,223.0
8707,98,44,33,175.0
8708,58,87,9,154.0
8709,71,49,76,196.0
8710,57,12,83,152.0
8711,15,36,96,147.0
8712,19,69,35,123.0
8713,55,32,28,115.0
8714,29,88,38,155.0
8715,47,63,7,117.0
8716,81,31,42,154.0
8717,52,13,33,98.0
8718,27,42,69,138.0
8719,48,89,57,194.0
8720,29,59,32,120.0
8721,94,30,13,137.0
8722,99,9,44,152.0
8723,9,90,87,186.0
8724,95,0,5,100.0
8725,52,91,41,184.0
8726,8,71,60,139.0
8727,91,71,34,196.0
8728,53,9,30,92.0
8729,81,46,32,159.0
8730,87,6,98,191.0
8731,37,54,65,156.0
8732,1,16,85,102.0
8733,20,46,34,100.0
